,Unnamed: 0,info,date,rating,title
484,484,"Verified User
          전직원 · s***** · IT 엔지니어 - 2022.12.28",2022.12.28,Rating Score4.0,육각형 회사
485,485,"Verified User
          현직원 · f***** · IT 엔지니어 - 2022.12.28",2022.12.28,Rating Score5.0,워라밸 굳 잘하는 사람들 많음
486,486,"Verified User
          현직원 · /***** · IT 기획·매니지먼트 전문가 - 2022.12.28",2022.12.28,Rating Score5.0,복지나 보상이 사실상 업계 상위권
487,487,"Verified User
          현직원 · m***** · IT 기획·매니지먼트 전문가 - 2022.12.26",2022.12.26,Rating Score5.0,만족하는 중
488,488,"Verified User
          현직원 · l********* · IT 엔지니어 - 2022.12.26",2022.12.26,Rating Score5.0,전반적으로 무난한 회사
489,489,"Verified User
          현직원 · z***** · IT 엔지니어 - 2022.12.26",2022.12.26,Rating Score4.0,IT 커리어에서 최고의 회사
490,490,"Verified User
          현직원 · w***** · IT 엔지니어 - 2022.12.25",2022.12.25,Rating Score5.0,대한민국에 이만한데 없다
491,491,"Verified User
          현직원 · X***** · 경영전략·사업기획·분석전문가 - 2022.12.25",2022.12.25,Rating Score4.0,일은 참 많다
492,492,"Verified User
          현직원 · X***** · IT 엔지니어 - 2022.12.25",2022.12.25,Rating Score4.0,나름 기회의 땅?
493,493,"Verified User
          전직원 · B***** · IT 기획·매니지먼트 전문가 - 2022.12.25",2022.12.25,Rating Score5.0,커리어 쌓기 좋은 회사
494,494,"Verified User
          현직원 · q***** · 경영지원·관리 전문가 - 2022.12.24",2022.12.24,Rating Score5.0,복지 좋고 수평적인 회사
495,495,"Verified User
          현직원 · y***** · IT 엔지니어 - 2022.12.24",2022.12.24,Rating Score4.0,그냥저냥 다닐만한 회사
496,496,"Verified User
          현직원 · a***** · 경영지원·관리 전문가 - 2022.12.23",2022.12.23,Rating Score5.0,국내 IT기업 선두주자
497,497,"Verified User
          현직원 · S***** · IT 기획·매니지먼트 전문가 - 2022.12.23",2022.12.23,Rating Score4.0,얻어 가고 싶은 만큼 얻어 갈 수 있는 회사
498,498,"Verified User
          현직원 · i********* · IT 디자이너 - 2022.12.22",2022.12.22,Rating Score3.0,각자 잘하는 회사
499,499,"Verified User
          현직원 · i********* · IT 엔지니어 - 2022.12.22",2022.12.22,Rating Score5.0,주니어 레벨에서 정말 성장하기 좋은 회사
500,500,"Verified User
          현직원 · x***** · IT 엔지니어 - 2022.12.17",2022.12.17,Rating Score5.0,나쁘지 않음
501,501,"Verified User
          현직원 · K***** · IT 엔지니어 - 2022.12.17",2022.12.17,Rating Score4.0,복지가 정말 좋아요
502,502,"Verified User
          현직원 · i********* · IT 엔지니어 - 2022.12.17",2022.12.17,Rating Score5.0,워커홀릭들에게 좋은 회사
503,503,"Verified User
          현직원 · 손** · 경영전략·사업기획·분석전문가 - 2022.12.16",2022.12.16,Rating Score4.0,편하게 적당히 다닐 수 있는 회사
504,504,"Verified User
          현직원 · u******** · IT 기획·매니지먼트 전문가 - 2022.12.15",2022.12.15,Rating Score4.0,War 라벨
505,505,"Verified User
          현직원 · m******** · IT 엔지니어 - 2022.12.15",2022.12.15,Rating Score5.0,성장하기 좋은 회사
506,506,"Verified User
          현직원 · y******** · 경영전략·사업기획·분석전문가 - 2022.12.14",2022.12.14,Rating Score4.0,명실상부 국내 최고의 IT 회사
507,507,"Verified User
          현직원 · w***** · 마케팅·홍보 전문가 - 2022.12.14",2022.12.14,Rating Score4.0,일하는 재미를 찾아왔다가 업무량에 주춤하게 되는 회사
508,508,"Verified User
          현직원 · V***** · IT 기획·매니지먼트 전문가 - 2022.12.13",2022.12.13,Rating Score4.0,성장하기에는 좋으나 워라밸은 최악
509,509,"Verified User
          현직원 · ’**** · IT 디자이너 - 2022.12.13",2022.12.13,Rating Score5.0,재택근무가 디폴트인 회사
510,510,"Verified User
          전직원 · b***** · 경영전략·사업기획·분석전문가 - 2022.12.12",2022.12.12,Rating Score5.0,좋은 커리어와 넓은 이직 기회. 그러나 갈릴 땐 갈린다. 
511,511,"Verified User
          현직원 · o***** · 정보보안·IT보안 - 2022.12.12",2022.12.12,Rating Score3.0,기대와 아쉬움이 공존하는 곳
512,512,"Verified User
          현직원 · o***** · IT 기획·매니지먼트 전문가 - 2022.12.12",2022.12.12,Rating Score5.0,워라밸이 보장되는 회사
513,513,"Verified User
          전직원 · H***** · IT 기획·매니지먼트 전문가 - 2022.12.11",2022.12.11,Rating Score3.0,연봉만큼의 워라밸
514,514,"Verified User
          전직원 · O***** · IT 기획·매니지먼트 전문가 - 2022.12.10",2022.12.10,Rating Score2.0,복지가 좋은 회사
515,515,"Verified User
          현직원 · s***** · IT 엔지니어 - 2022.12.10",2022.12.10,Rating Score4.0,일은 많지만 성장할 수 있는 회사
516,516,"Verified User
          전직원 · t***** · 마케팅·홍보 전문가 - 2022.12.09",2022.12.09,Rating Score4.0,인턴 경험 제공
517,517,"Verified User
          현직원 · 두** · 경영전략·사업기획·분석전문가 - 2022.12.09",2022.12.09,Rating Score5.0,주도적으로 워라밸 계획할 수 있는 회사
518,518,"Verified User
          현직원 · !********* · IT 엔지니어 - 2022.12.09",2022.12.09,Rating Score4.0,신입이 배우기에 좋은 회사입니다.
519,519,"Verified User
          현직원 · V***** · IT 디자이너 - 2022.12.08",2022.12.08,Rating Score3.0,각자도생
520,520,"Verified User
          전직원 · K***** · IT 엔지니어 - 2022.12.08",2022.12.08,Rating Score5.0,워라밸 지키지 정말 좋은 회사
521,521,"Verified User
          현직원 · r***** · IT 기획·매니지먼트 전문가 - 2022.12.08",2022.12.08,Rating Score5.0,본인 하기 나름
522,522,"Verified User
          전직원 · K***** · IT 기획·매니지먼트 전문가 - 2022.12.08",2022.12.08,Rating Score5.0,사옥이 멋진 회사
523,523,"Verified User
          현직원 · r***** · IT 엔지니어 - 2022.12.08",2022.12.08,Rating Score4.0,그래도 역시 한국 IT 계의 대장
524,524,"Verified User
          현직원 · t***** · IT 엔지니어 - 2022.12.07",2022.12.07,Rating Score3.0,많이 배울 수 있는 회사
525,525,"Verified User
          현직원 · f***** · IT 엔지니어 - 2022.12.07",2022.12.07,Rating Score4.0,전적으로 팀바팀
526,526,"Verified User
          현직원 · 4*** · IT 엔지니어 - 2022.12.06",2022.12.06,Rating Score5.0,계속 다니고 싶은 회사
527,527,"Verified User
          현직원 · P***** · IT 엔지니어 - 2022.12.06",2022.12.06,Rating Score3.0,그냥 대기업
528,528,"Verified User
          전직원 · R***** · 경영지원·관리 전문가 - 2022.12.06",2022.12.06,Rating Score3.0,좋지만 안 좋은...
529,529,"Verified User
          현직원 · B***** · IT 엔지니어 - 2022.12.06",2022.12.06,Rating Score4.0,팀마다 다른 분위기
530,530,"Verified User
          현직원 · Q***** · IT 기획·매니지먼트 전문가 - 2022.12.05",2022.12.05,Rating Score3.0,커리어 욕심 없으면 다닐 만두 
531,531,"Verified User
          현직원 · d***** · IT 엔지니어 - 2022.12.04",2022.12.04,Rating Score4.0,팀을 잘 만나면 아주 좋은 회사
532,532,"Verified User
          현직원 · D***** · IT 기획·매니지먼트 전문가 - 2022.12.01",2022.12.01,Rating Score3.0,일이 너무 많은 회사
533,533,"Verified User
          현직원 · f***** · IT 엔지니어 - 2022.12.01",2022.12.01,Rating Score5.0,개발자로서 배울 것이 많은 회사
534,534,"Verified User
          현직원 · y***** · IT 기획·매니지먼트 전문가 - 2022.11.30",2022.11.30,Rating Score5.0,안정적인 화사
535,535,"Verified User
          현직원 · K***** · IT 엔지니어 - 2022.11.30",2022.11.30,Rating Score4.0,근무환경이 좋습니다.
536,536,"Verified User
          현직원 · 최*** · IT 디자이너 - 2022.11.30",2022.11.30,Rating Score5.0,체계가 명확한 IT 대기업
537,537,"Verified User
          현직원 · 사********* · IT 엔지니어 - 2022.11.29",2022.11.29,Rating Score5.0,연봉 복지 워라밸 성장 오각형 만렙
538,538,"Verified User
          현직원 · 넵* · IT 엔지니어 - 2022.11.29",2022.11.29,Rating Score4.0,그래도 좋은 회사
539,539,"Verified User
          현직원 · l***** · IT 기획·매니지먼트 전문가 - 2022.11.29",2022.11.29,Rating Score5.0,빠르게 성장할 수 있는 회사
540,540,"Verified User
          현직원 · 말*** · IT 엔지니어 - 2022.11.27",2022.11.27,Rating Score5.0,좋은 동료와 커리어를 빌드 업하기 좋은 회사
541,541,"Verified User
          현직원 · S*** · IT 엔지니어 - 2022.11.27",2022.11.27,Rating Score4.0,성장하기에 좋은 회사
542,542,"Verified User
          현직원 · d***** · IT 엔지니어 - 2022.11.26",2022.11.26,Rating Score5.0,워라밸이 있지만 팀바팀
543,543,"Verified User
          현직원 · z***** · IT 엔지니어 - 2022.11.25",2022.11.25,Rating Score5.0,나쁘지 않음
544,544,"Verified User
          현직원 · i******** · IT 기획·매니지먼트 전문가 - 2022.11.24",2022.11.24,Rating Score4.0,조직문화 없음. 개인만 있는 회사
545,545,"Verified User
          현직원 · x***** · 회계·세무·재무 전문가 - 2022.11.22",2022.11.22,Rating Score4.0,문화가 좋은 회사
546,546,"Verified User
          현직원 · d***** · IT 엔지니어 - 2022.11.21",2022.11.21,Rating Score4.0,자유에는 책임이 따른다
547,547,"Verified User
          현직원 · I***** · IT 엔지니어 - 2022.11.20",2022.11.20,Rating Score4.0,개발 업무 집중 가능
548,548,"Verified User
          현직원 · X***** · IT 엔지니어 - 2022.11.19",2022.11.19,Rating Score4.0,큰 서비스를 경험할 수 있는 회사
549,549,"Verified User
          현직원 · l********* · IT 엔지니어 - 2022.11.19",2022.11.19,Rating Score5.0,믿고 가는 회사
550,550,"Verified User
          현직원 · 칸***** · IT 엔지니어 - 2022.11.19",2022.11.19,Rating Score5.0,워라밸은 없으나 복지나 보상이 확실함
551,551,"Verified User
          전직원 · 돈***** · IT 기획·매니지먼트 전문가 - 2022.11.19",2022.11.19,Rating Score5.0,한번은 다녀보면 좋은 회사
552,552,"Verified User
          현직원 · Y***** · IT 기획·매니지먼트 전문가 - 2022.11.18",2022.11.18,Rating Score5.0,여기가 내 마지막 직장
553,553,"Verified User
          현직원 · T***** · IT 엔지니어 - 2022.11.17",2022.11.17,Rating Score4.0,"워라밸, 복비 나쁘지 않음"
554,554,"Verified User
          현직원 · c***** · IT 엔지니어 - 2022.11.17",2022.11.17,Rating Score5.0,좋은 동료들이 있는 회사
555,555,"Verified User
          현직원 · !********* · IT 엔지니어 - 2022.11.17",2022.11.17,Rating Score5.0,빠질 게 없는 회사
556,556,"Verified User
          현직원 · m***** · 마케팅·홍보 전문가 - 2022.11.16",2022.11.16,Rating Score3.0,성장할 수 있는 회사
557,557,"Verified User
          현직원 · p***** · 경영전략·사업기획·분석전문가 - 2022.11.15",2022.11.15,Rating Score4.0,욕심 없이 적당히 다닐만함
558,558,"Verified User
          전직원 · d***** · IT 엔지니어 - 2022.11.15",2022.11.15,Rating Score5.0,누가 뭐래도 네이버는 네이버
559,559,"Verified User
          현직원 · 밍**** · 마케팅·홍보 전문가 - 2022.11.14",2022.11.14,Rating Score5.0,인턴은 알바 취급받는 회사
560,560,"Verified User
          현직원 · 뉸**** · 상품기획·MD·디자이너 - 2022.11.13",2022.11.13,Rating Score5.0,워라밸 네임밸류 복지 굿
561,561,"Verified User
          현직원 · j***** · IT 엔지니어 - 2022.11.12",2022.11.12,Rating Score3.0,일 잘 가려서 하면 코리아 쌓을 수 있는 회사
562,562,"Verified User
          현직원 · d****** · 구매·물류·SCM 전문가 - 2022.11.10",2022.11.10,Rating Score4.0,근무환경이 좋은 회사
563,563,"Verified User
          현직원 · e***** · IT 기획·매니지먼트 전문가 - 2022.11.10",2022.11.10,Rating Score5.0,여러모로 이름값하는 회사
564,564,"Verified User
          현직원 · S***** · IT 엔지니어 - 2022.11.09",2022.11.09,Rating Score5.0,일한 만큼 보상이 주어지는 회사
565,565,"Verified User
          현직원 · c***** · IT 엔지니어 - 2022.11.09",2022.11.09,Rating Score5.0,만족할 만한 회사
566,566,"Verified User
          현직원 · F***** · IT 디자이너 - 2022.11.08",2022.11.08,Rating Score3.0,재택근무가 가장 큰 장점이자 단점
567,567,"Verified User
          현직원 · i***** · IT 기획·매니지먼트 전문가 - 2022.11.08",2022.11.08,Rating Score4.0,적당히 상식적인 사람들이 모인 회사
568,568,"Verified User
          현직원 · h***** · IT 디자이너 - 2022.11.07",2022.11.07,Rating Score5.0,단점이 거의 없는 회사
569,569,"Verified User
          현직원 · D***** · 연구개발(R&D) - 2022.11.06",2022.11.06,Rating Score4.0,"수평적, 역량 펼칠 기회 있는 편 / 알아서 살아남아야 함"
570,570,"Verified User
          현직원 · b***** · IT 엔지니어 - 2022.11.06",2022.11.06,Rating Score4.0,하는 만큼 인정받는 회사
571,571,"Verified User
          현직원 · l******* · IT 엔지니어 - 2022.11.04",2022.11.04,Rating Score4.0,주니어에게 좋은 회사
572,572,"Verified User
          현직원 · P***** · IT 기획·매니지먼트 전문가 - 2022.11.04",2022.11.04,Rating Score2.0,동료들은 좋다 그러나..
573,573,"Verified User
          현직원 · M***** · IT 엔지니어 - 2022.11.03",2022.11.03,Rating Score4.0,워커홀릭에게는 좋은 회사
574,574,"Verified User
          현직원 · z******* · 연구개발(R&D) - 2022.11.03",2022.11.03,Rating Score5.0,자유분방 수평적
575,575,"Verified User
          현직원 · l********* · IT 엔지니어 - 2022.11.03",2022.11.03,Rating Score5.0,워라밸은 팀 다 팀이지만 그것 빼고는 신입으로써 쌉만족
576,576,"Verified User
          현직원 · h******** · IT 엔지니어 - 2022.11.02",2022.11.02,Rating Score5.0,주니어들에겐 천국인 회사
577,577,"Verified User
          현직원 · l******** · IT 엔지니어 - 2022.11.02",2022.11.02,Rating Score3.0,운발 좋아야 하는 회사
578,578,"Verified User
          현직원 · 있* · 경영지원·관리 전문가 - 2022.11.02",2022.11.02,Rating Score4.0,전반적으로 만족. 나쁘지. 않은 연봉과. 복리후생
579,579,"Verified User
          현직원 · l******* · IT 엔지니어 - 2022.11.02",2022.11.02,Rating Score5.0,개인을 이해해 주는 회사
580,580,"Verified User
          현직원 · r***** · IT 엔지니어 - 2022.11.02",2022.11.02,Rating Score3.0,개발자로서 좋다
581,581,"Verified User
          현직원 · Z***** · IT 엔지니어 - 2022.11.01",2022.11.01,Rating Score4.0,즐겁게 일할 수 있는 회사
582,582,"Verified User
          현직원 · s****** · 마케팅·홍보 전문가 - 2022.11.01",2022.11.01,Rating Score3.0,근무환경 짱
583,583,"Verified User
          현직원 · i******* · IT 엔지니어 - 2022.11.01",2022.11.01,Rating Score5.0,커리어 성장에 도움이 되는 회사
584,584,"Verified User
          현직원 · w***** · 환경·안전·보건 전문가 - 2022.10.31",2022.10.31,Rating Score5.0,원격근무 자유롭고 미래가 기대되는 회사
585,585,"Verified User
          현직원 · s***** · 마케팅·홍보 전문가 - 2022.10.30",2022.10.30,Rating Score4.0,자율적으로 일하는 분위기
586,586,"Verified User
          현직원 · g***** · IT 엔지니어 - 2022.10.30",2022.10.30,Rating Score5.0,한 번쯤은 다녀보기 좋은 회사
587,587,"Verified User
          현직원 · t***** · IT 엔지니어 - 2022.10.29",2022.10.29,Rating Score4.0,일을 할 수밖에 없게 만드는 문화
588,588,"Verified User
          현직원 · 최*** · IT 기획·매니지먼트 전문가 - 2022.10.29",2022.10.29,Rating Score4.0,좋은 회사가 분명하다
589,589,"Verified User
          현직원 · J***** · IT 엔지니어 - 2022.10.27",2022.10.27,Rating Score5.0,성장은 멈추지만 다니긴 행복
590,590,"Verified User
          현직원 · a***** · IT 기획·매니지먼트 전문가 - 2022.10.27",2022.10.27,Rating Score4.0,성장할 수 있는 회사
591,591,"Verified User
          현직원 · G***** · 경영지원·관리 전문가 - 2022.10.27",2022.10.27,Rating Score1.0,누구나 아는 IT 회사지만 장래성은 불투명한
592,592,"Verified User
          현직원 · a********* · IT 엔지니어 - 2022.10.27",2022.10.27,Rating Score5.0,주니어에게 매우 좋다.
593,593,"Verified User
          현직원 · !******** · 정보보안·IT보안 - 2022.10.27",2022.10.27,Rating Score5.0,좋은 회사
594,594,"Verified User
          현직원 · 1******* · 마케팅·홍보 전문가 - 2022.10.27",2022.10.27,Rating Score5.0,일은 많음. 근데 이만한 회사 없다
595,595,"Verified User
          현직원 · N***** · IT 기획·매니지먼트 전문가 - 2022.10.26",2022.10.26,Rating Score5.0,6개월 체험형 인턴이라 평가가 어려움
596,596,"Verified User
          현직원 · j***** · IT 엔지니어 - 2022.10.25",2022.10.25,Rating Score4.0,커리어와 워라밸을 챙길 수 있는 회사
597,597,"Verified User
          현직원 · d***** · IT 엔지니어 - 2022.10.23",2022.10.23,Rating Score5.0,워라밸이 보장되는 회사
598,598,"Verified User
          현직원 · E***** · IT 엔지니어 - 2022.10.21",2022.10.21,Rating Score5.0,뛰어난 동료들과 자율적인 업무 지원을 하는 회사
599,599,"Verified User
          현직원 · T***** · IT 기획·매니지먼트 전문가 - 2022.10.20",2022.10.20,Rating Score4.0,일이 너무 많은 회사
600,600,"Verified User
          현직원 · H***** · IT 엔지니어 - 2022.10.19",2022.10.19,Rating Score4.0,바쁜지만 다닐만한 회사
601,601,"Verified User
          현직원 · -********* · IT 기획·매니지먼트 전문가 - 2022.10.18",2022.10.18,Rating Score3.0,팀 다 팀이겠지만 저희 팀은 개인플레이
602,602,"Verified User
          현직원 · l******** · IT 엔지니어 - 2022.10.18",2022.10.18,Rating Score3.0,일이 매우 많고 레거시가 많음
603,603,"Verified User
          현직원 · 밤**** · IT 기획·매니지먼트 전문가 - 2022.10.18",2022.10.18,Rating Score5.0,정말 일에 집중할 수 있게 해주는 회사
604,604,"Verified User
          현직원 · i********* · IT 엔지니어 - 2022.10.17",2022.10.17,Rating Score4.0,두루두루 좋은 밸런스형 회사
605,605,"Verified User
          현직원 · w**** · 마케팅·홍보 전문가 - 2022.10.17",2022.10.17,Rating Score3.0,대한민국 탑티어 테크기업
606,606,"Verified User
          현직원 · y***** · 경영지원·관리 전문가 - 2022.10.17",2022.10.17,Rating Score5.0,"최고의 네임밸류, 최고의 복지"
607,607,"Verified User
          현직원 · b******** · IT 엔지니어 - 2022.10.16",2022.10.16,Rating Score4.0,더 알아가고 싶은 회사
608,608,"Verified User
          현직원 · l******** · IT 엔지니어 - 2022.10.16",2022.10.16,Rating Score1.0,거지 같은 회사
609,609,"Verified User
          현직원 · !******* · IT 엔지니어 - 2022.10.16",2022.10.16,Rating Score4.0,커리어 쌓기 좋은 회사
610,610,"Verified User
          현직원 · H***** · IT 엔지니어 - 2022.10.15",2022.10.15,Rating Score4.0,전반적으로 다니기 무난한 회사
611,611,"Verified User
          현직원 · d***** · IT 기획·매니지먼트 전문가 - 2022.10.15",2022.10.15,Rating Score4.0,재택근무 포함 복지가 좋은 회사
612,612,"Verified User
          현직원 · l********* · IT 엔지니어 - 2022.10.15",2022.10.15,Rating Score4.0,배울 건 많은 회사
613,613,"Verified User
          현직원 · k***** · 마케팅·홍보 전문가 - 2022.10.14",2022.10.14,Rating Score4.0,열심히 굴리는 회사
614,614,"Verified User
          현직원 · 1********* · 경영지원·관리 전문가 - 2022.10.14",2022.10.14,Rating Score5.0,국내 최고의 회사
615,615,"Verified User
          현직원 · K***** · IT 기획·매니지먼트 전문가 - 2022.10.13",2022.10.13,Rating Score4.0,네이버 네임밸류 일이 많다
616,616,"Verified User
          현직원 · f******* · IT 엔지니어 - 2022.10.13",2022.10.13,Rating Score3.0,워라밸이 보장되지 않은 회사ㅍㅎ
617,617,"Verified User
          현직원 · d****** · IT 엔지니어 - 2022.10.12",2022.10.12,Rating Score5.0,개발자가 다니기 좋은 회사
618,618,"Verified User
          현직원 · l******** · IT 엔지니어 - 2022.10.10",2022.10.10,Rating Score4.0,한 번쯤은 경험해 봐야 하는 회사
619,619,"Verified User
          현직원 · k***** · IT 엔지니어 - 2022.10.09",2022.10.09,Rating Score5.0,단점 딱히 없음
620,620,"Verified User
          현직원 · O***** · IT 엔지니어 - 2022.10.09",2022.10.09,Rating Score5.0,개발자 성장이 보장되는 회사
621,621,"Verified User
          현직원 · O***** · IT 엔지니어 - 2022.10.08",2022.10.08,Rating Score4.0,적당히 큰 육각형 회사
622,622,"Verified User
          현직원 · r***** · IT 엔지니어 - 2022.10.08",2022.10.08,Rating Score3.0,글로벌을 지향하지만 일하는 방식은 스타트업
623,623,"Verified User
          현직원 · l******* · IT 디자이너 - 2022.10.07",2022.10.07,Rating Score4.0,성장하기 좋은 화사
624,624,"Verified User
          현직원 · r***** · IT 기획·매니지먼트 전문가 - 2022.10.07",2022.10.07,Rating Score4.0,훌륭한 네임밸류 성과 압박
625,625,"Verified User
          현직원 · o******** · IT 엔지니어 - 2022.10.05",2022.10.05,Rating Score4.0,자율책임에 따라 돌아가는 곳
626,626,"Verified User
          현직원 · 뚜***** · 정보보안·IT보안 - 2022.10.05",2022.10.05,Rating Score4.0,모든 면모에서 평타 이상
627,627,"Verified User
          현직원 · e***** · IT 엔지니어 - 2022.10.05",2022.10.05,Rating Score5.0,미래가 있는 회사
628,628,"Verified User
          현직원 · H******* · 경영지원·관리 전문가 - 2022.10.05",2022.10.05,Rating Score5.0,워라밸을 지킬 수 있다
629,629,"Verified User
          전직원 · p***** · IT 기획·매니지먼트 전문가 - 2022.10.05",2022.10.05,Rating Score4.0,좋은 네임밸류
630,630,"Verified User
          현직원 · T***** · IT 엔지니어 - 2022.10.04",2022.10.04,Rating Score4.0,전반적으로 균형 잡힌 무난한 회사
631,631,"Verified User
          현직원 · D***** · IT 엔지니어 - 2022.10.04",2022.10.04,Rating Score4.0,성장하기 좋은 회사
632,632,"Verified User
          현직원 · I********* · IT 엔지니어 - 2022.10.04",2022.10.04,Rating Score4.0,무난한 회사
633,633,"Verified User
          현직원 · i******** · 경영전략·사업기획·분석전문가 - 2022.10.04",2022.10.04,Rating Score3.0,팀바팀 어리바리
634,634,"Verified User
          현직원 · v***** · IT 기획·매니지먼트 전문가 - 2022.10.04",2022.10.04,Rating Score3.0,부부 부지만 전반적으로 개인주의성이 강한 회사
635,635,"Verified User
          전직원 · 중****** · IT 기획·매니지먼트 전문가 - 2022.10.03",2022.10.03,Rating Score5.0,한국 최고의 IT 회사
636,636,"Verified User
          현직원 · P***** · IT 기획·매니지먼트 전문가 - 2022.10.02",2022.10.02,Rating Score5.0,복지가 좋은 회사
637,637,"Verified User
          현직원 · i******** · IT 엔지니어 - 2022.09.30",2022.09.30,Rating Score4.0,1인분만 하고 다니기 좋은 회사 (물론 팀바팀)
638,638,"Verified User
          현직원 · s***** · 상품기획·MD·디자이너 - 2022.09.30",2022.09.30,Rating Score5.0,생각과 방향에 대해 재정립하게 해줌
639,639,"Verified User
          현직원 · |********* · IT 기획·매니지먼트 전문가 - 2022.09.29",2022.09.29,Rating Score4.0,좋읂히사라고 자부할 수 있다.
640,640,"Verified User
          현직원 · d********* · IT 엔지니어 - 2022.09.29",2022.09.29,Rating Score4.0,주니어급은 경험하면 좋을 회사
641,641,"Verified User
          현직원 · 구****** · IT 엔지니어 - 2022.09.29",2022.09.29,Rating Score5.0,국내 IT에서는 그래도 탑이지 않을까
642,642,"Verified User
          현직원 · p********* · IT 엔지니어 - 2022.09.28",2022.09.28,Rating Score5.0,육각형 회사
643,643,"Verified User
          현직원 · l***** · IT 기획·매니지먼트 전문가 - 2022.09.27",2022.09.27,Rating Score4.0,적당 적당한 회사
644,644,"Verified User
          현직원 · M***** · IT 엔지니어 - 2022.09.27",2022.09.27,Rating Score4.0,종합점수로 합산했을 때 가장 높은 회사
645,645,"Verified User
          현직원 · M***** · IT 엔지니어 - 2022.09.27",2022.09.27,Rating Score4.0,부서만 잘 만나면 보상과 성장을 적당히 누릴 수 있는 회사
646,646,"Verified User
          현직원 · Y***** · IT 엔지니어 - 2022.09.26",2022.09.26,Rating Score5.0,최고의 개발자들이 모인 회사
647,647,"Verified User
          현직원 · G****** · IT 기획·매니지먼트 전문가 - 2022.09.23",2022.09.23,Rating Score3.0,"자유로운데, 자유롭지 않은 회사"
648,648,"Verified User
          현직원 · b***** · IT 엔지니어 - 2022.09.22",2022.09.22,Rating Score5.0,새 근무제 시행 후 최고로 만족 중
649,649,"Verified User
          현직원 · i********* · IT 엔지니어 - 2022.09.22",2022.09.22,Rating Score5.0,풀 재택 좋음
650,650,"Verified User
          전직원 · m******* · IT 디자이너 - 2022.09.21",2022.09.21,Rating Score4.0,자부심이 있는 곳 
651,651,"Verified User
          현직원 · q*** · IT 기획·매니지먼트 전문가 - 2022.09.21",2022.09.21,Rating Score4.0,주니어에겐 달콤한 회사
652,652,"Verified User
          현직원 · l***** · IT 엔지니어 - 2022.09.20",2022.09.20,Rating Score3.0,다양한 경험하며 다니기 좋은 회사
653,653,"Verified User
          현직원 · L***** · IT 엔지니어 - 2022.09.19",2022.09.19,Rating Score3.0,뭔가 눈칫밥 먹는 회사
654,654,"Verified User
          현직원 · T***** · IT 엔지니어 - 2022.09.18",2022.09.18,Rating Score5.0,하고 싶은걸 할 수 있는 회사
655,655,"Verified User
          현직원 · f***** · 해외영업·사업개발·마케팅 - 2022.09.17",2022.09.17,Rating Score5.0,다니기 좋은 회사
656,656,"Verified User
          현직원 · x***** · 연구개발(R&D) - 2022.09.16",2022.09.16,Rating Score4.0,잘하면 나쁘진 않음
657,657,"Verified User
          현직원 · j********* · IT 엔지니어 - 2022.09.16",2022.09.16,Rating Score5.0,자율 업무 보장
658,658,"Verified User
          현직원 · i******* · IT 엔지니어 - 2022.09.14",2022.09.14,Rating Score4.0,커리어 향상은 좋으나 워라밸은..
659,659,"Verified User
          현직원 · x********* · IT 엔지니어 - 2022.09.13",2022.09.13,Rating Score3.0,말 그대로 좋은 회사
660,660,"Verified User
          현직원 · i******** · IT 엔지니어 - 2022.09.13",2022.09.13,Rating Score5.0,육각형 회사
661,661,"Verified User
          현직원 · y***** · IT 기획·매니지먼트 전문가 - 2022.09.13",2022.09.13,Rating Score4.0,대기업은 대기업
662,662,"Verified User
          현직원 · D***** · 정보보안·IT보안 - 2022.09.12",2022.09.12,Rating Score3.0,재택+유연근무로 워라밸 챙김
663,663,"Verified User
          전직원 · q****** · IT 기획·매니지먼트 전문가 - 2022.09.12",2022.09.12,Rating Score5.0,국내 최고의 IT 회사
664,664,"Verified User
          현직원 · z***** · 경영전략·사업기획·분석전문가 - 2022.09.11",2022.09.11,Rating Score4.0,이만한 데 없지만
665,665,"Verified User
          현직원 · 비*** · IT 디자이너 - 2022.09.05",2022.09.05,Rating Score4.0,CIC 별로 조직문화가 너무 다른 회사라 한 단어로 규정하기 어려움
666,666,"Verified User
          현직원 · !******* · IT 기획·매니지먼트 전문가 - 2022.09.05",2022.09.05,Rating Score4.0,딱 대기업
667,667,"Verified User
          현직원 · O***** · IT 엔지니어 - 2022.09.05",2022.09.05,Rating Score4.0,회사가 복지
668,668,"Verified User
          현직원 · j******** · IT 기획·매니지먼트 전문가 - 2022.09.04",2022.09.04,Rating Score4.0,워라밸이 극악인 부서들이 많다
669,669,"Verified User
          현직원 · i********* · IT 엔지니어 - 2022.09.04",2022.09.04,Rating Score5.0,갓 두 연
670,670,"Verified User
          현직원 · i********* · IT 엔지니어 - 2022.09.04",2022.09.04,Rating Score4.0,그래도 괜찮은 회사
671,671,"Verified User
          현직원 · c******** · IT 엔지니어 - 2022.09.04",2022.09.04,Rating Score1.0,문화는 괜찮지만 실력 없는 고인물들이 많아서 의욕이 안 생김
672,672,"Verified User
          현직원 · n***** · IT 엔지니어 - 2022.09.03",2022.09.03,Rating Score5.0,좋은 업무 환경
673,673,"Verified User
          현직원 · k****** · IT 엔지니어 - 2022.09.02",2022.09.02,Rating Score4.0,많은 걸 배울 수 있는 회사
674,674,"Verified User
          현직원 · l******** · 경영지원·관리 전문가 - 2022.09.01",2022.09.01,Rating Score5.0,동료들의 서비스의 이해도가 높음
